,Rank,Player,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Position,HoF,Years Played
161,162.0,Johnny Green,1960.0,1973.0,1057.0,23.3,11.6,8.6,1.4,0.8,0.8,0.493,0.17600000000000002,0.5529999999999999,58.0,0.113,PF,0,13.0
162,163.0,John Drew,1975.0,1985.0,739.0,29.5,20.7,6.9,1.7,1.4,0.3,0.47,0.175,0.748,68.9,0.152,PF,0,10.0
163,164.0,Tom Gola,1956.0,1966.0,698.0,32.3,11.3,8.0,4.2,1.0,0.4,0.431,0.3305,0.76,53.2,0.113,SF,1,10.0
164,165.0,Larry Nance,1982.0,1994.0,920.0,33.4,17.1,8.0,2.6,0.9,2.2,0.546,0.145,0.755,109.6,0.171,PF,0,12.0
165,166.0,Randy Smith,1972.0,1983.0,976.0,32.2,16.7,3.7,4.6,1.7,0.1,0.47,0.155,0.7809999999999999,60.1,0.092,SG,0,11.0
166,167.0,Terry Porter,1986.0,2002.0,1274.0,27.8,12.2,3.0,5.6,1.2,0.1,0.46299999999999997,0.386,0.836,110.4,0.15,PG,0,16.0
167,168.0,Rolando Blackman,1982.0,1994.0,980.0,32.7,18.0,3.3,3.0,0.7,0.3,0.493,0.34299999999999997,0.84,75.6,0.113,SG,0,12.0
168,169.0,Andy Phillip,1948.0,1958.0,701.0,32.2,9.1,4.4,5.4,1.15,0.2,0.368,0.327,0.695,53.3,0.077,SG,1,10.0
169,170.0,Clyde Lovellette,1954.0,1964.0,704.0,27.1,17.0,9.5,1.6,0.8,0.8,0.44299999999999995,0.17600000000000002,0.757,70.6,0.17800000000000002,PF,1,10.0
170,171.0,Chris Bosh,2004.0,2016.0,893.0,35.8,19.2,8.5,2.0,0.8,1.0,0.494,0.335,0.799,106.0,0.159,PF,0,12.0
171,172.0,Bill Bradley,1968.0,1977.0,742.0,30.7,12.4,3.2,3.4,0.7,0.2,0.44799999999999995,0.3305,0.84,38.8,0.08199999999999999,SF,1,9.0
172,173.0,Larry Johnson,1992.0,2001.0,707.0,36.3,16.2,7.5,3.3,0.7,0.4,0.484,0.332,0.7659999999999999,69.7,0.13,SF,0,9.0
173,174.0,Jermaine O'Neal,1997.0,2014.0,1011.0,27.1,13.2,7.2,1.4,0.5,1.8,0.467,0.147,0.715,66.0,0.11599999999999999,PF,0,17.0
174,175.0,Andrew Toney,1981.0,1988.0,468.0,26.9,15.9,2.2,4.2,0.8,0.2,0.5,0.342,0.797,26.9,0.10300000000000001,SG,0,7.0
175,176.0,Reggie Theus,1979.0,1991.0,1026.0,33.7,18.5,3.3,6.3,1.2,0.2,0.47100000000000003,0.252,0.826,66.9,0.09300000000000001,PG,0,12.0
176,177.0,Elton Brand,2000.0,2016.0,1058.0,33.0,15.9,8.5,2.1,0.9,1.7,0.5,0.095,0.736,109.6,0.151,PF,0,16.0
177,178.0,K.C. Jones,1959.0,1967.0,676.0,25.9,7.4,3.5,4.3,1.3,0.1,0.387,0.325,0.647,38.6,0.106,PG,1,8.0
178,179.0,Jerry Sloan,1966.0,1976.0,755.0,34.1,14.0,7.4,2.5,2.2,0.2,0.42700000000000005,0.3305,0.722,49.5,0.092,SF,0,10.0
179,180.0,Jamal Mashburn,1994.0,2004.0,611.0,37.3,19.1,5.4,4.0,1.0,0.2,0.418,0.345,0.7659999999999999,43.7,0.092,SF,0,10.0
180,181.0,Bob Rule,1968.0,1975.0,403.0,29.4,17.4,8.3,1.5,0.4,0.4,0.461,0.1175,0.6859999999999999,22.7,0.092,C,0,7.0
181,182.0,Derrick Coleman,1991.0,2005.0,781.0,33.2,16.5,9.3,2.5,0.8,1.3,0.447,0.295,0.769,64.3,0.11900000000000001,PF,0,14.0
182,183.0,Gilbert Arenas,2002.0,2012.0,552.0,35.1,20.7,3.9,5.3,1.6,0.2,0.42100000000000004,0.35100000000000003,0.8029999999999999,51.3,0.127,PG,0,10.0
183,184.0,Joe Johnson,2002.0,2018.0,1276.0,34.7,16.0,4.0,3.9,0.8,0.2,0.441,0.371,0.802,82.8,0.09,PF,0,16.0
184,185.0,Joe Caldwell,1965.0,1970.0,468.0,29.6,15.2,5.1,2.7,1.0,0.4,0.45899999999999996,0.3305,0.634,23.9,0.083,SF,0,5.0
185,186.0,Norm Nixon,1978.0,1989.0,768.0,35.5,15.7,2.6,8.3,1.5,0.1,0.483,0.294,0.772,47.6,0.084,PG,0,11.0
186,187.0,Mark Aguirre,1982.0,1994.0,923.0,30.0,20.0,5.0,3.1,0.7,0.3,0.484,0.312,0.741,67.8,0.11699999999999999,SF,0,12.0
187,188.0,Micheal Ray Richardson,1979.0,1986.0,556.0,33.4,14.8,5.5,7.0,2.6,0.4,0.457,0.22,0.69,35.2,0.091,SG,0,7.0
188,189.0,Archie Clark,1967.0,1976.0,725.0,32.5,16.3,3.3,4.8,1.1,0.1,0.48,0.327,0.769,64.7,0.132,SG,0,9.0
189,190.0,Jimmy Walker,1968.0,1976.0,698.0,33.8,16.7,2.7,3.5,1.1,0.2,0.461,0.327,0.8290000000000001,42.9,0.087,SG,0,8.0
190,191.0,Doug Collins,1974.0,1981.0,415.0,33.6,17.9,3.2,3.3,1.2,0.3,0.501,0.0,0.833,38.0,0.131,SG,0,7.0
191,192.0,Kiki Vandeweghe,1981.0,1993.0,810.0,30.3,19.7,3.4,2.1,0.6,0.3,0.525,0.368,0.872,75.6,0.14800000000000002,SF,0,12.0
192,193.0,Larry Kenon,1977.0,1983.0,503.0,30.8,17.0,7.8,2.6,1.3,0.3,0.489,0.1,0.7979999999999999,36.5,0.113,PF,0,6.0
193,194.0,Alvin Robertson,1985.0,1996.0,779.0,31.7,14.0,5.2,5.0,2.7,0.4,0.47700000000000004,0.295,0.743,52.1,0.10099999999999999,SG,0,11.0
194,195.0,Sam Cassell,1994.0,2008.0,993.0,30.0,15.7,3.2,6.0,1.1,0.2,0.45399999999999996,0.331,0.861,87.5,0.141,PG,0,14.0
195,196.0,World B. Free,1976.0,1988.0,886.0,30.4,20.3,2.7,3.7,1.0,0.3,0.456,0.337,0.753,67.7,0.121,SG,0,12.0
196,197.0,Stephon Marbury,1997.0,2009.0,846.0,37.7,19.3,3.0,7.6,1.2,0.1,0.433,0.325,0.784,77.5,0.11699999999999999,PG,0,12.0
197,198.0,Fat Lever,1983.0,1994.0,752.0,31.7,13.9,6.0,6.2,2.2,0.3,0.447,0.31,0.7709999999999999,61.2,0.12300000000000001,PG,0,11.0
198,199.0,Baron Davis,2000.0,2012.0,835.0,34.2,16.1,3.8,7.2,1.8,0.4,0.409,0.32,0.711,63.1,0.106,PG,0,12.0
199,200.0,Bill Bridges,1963.0,1975.0,926.0,33.3,11.9,11.9,2.8,0.7,0.4,0.442,0.17600000000000002,0.693,59.9,0.09300000000000001,PF,0,12.0
200,201.0,Lamar Odom,2000.0,2013.0,961.0,33.4,13.3,8.4,3.7,0.9,0.9,0.46299999999999997,0.312,0.693,77.0,0.115,SF,0,13.0
201,202.0,Kelly Tripucka,1982.0,1991.0,707.0,29.6,17.2,3.8,3.0,1.0,0.2,0.473,0.361,0.8490000000000001,44.4,0.102,SF,0,9.0
202,203.0,Wayne Embry,1959.0,1969.0,831.0,26.2,12.5,9.1,1.4,0.6,1.4,0.44,0.1175,0.64,37.8,0.083,C,1,10.0
203,204.0,Mookie Blaylock,1990.0,2002.0,889.0,34.9,13.5,4.1,6.7,2.3,0.3,0.409,0.336,0.736,71.8,0.111,PG,0,12.0
204,205.0,Alvan Adams,1976.0,1988.0,988.0,27.5,14.1,7.0,4.1,1.3,0.8,0.498,0.133,0.7879999999999999,73.5,0.13,PF,0,12.0
205,206.0,Carlos Boozer,2003.0,2015.0,861.0,31.2,16.2,9.5,2.2,0.9,0.4,0.521,0.071,0.722,80.3,0.14300000000000002,PF,0,12.0
206,207.0,Don Ohl,1961.0,1970.0,727.0,30.8,15.9,3.0,3.1,1.15,0.2,0.434,0.327,0.732,30.2,0.065,SG,0,9.0
207,208.0,Marcus Camby,1997.0,2013.0,973.0,29.5,9.5,9.8,1.9,1.0,2.4,0.466,0.205,0.67,81.6,0.13699999999999998,PF,0,16.0
208,209.0,Rod Strickland,1989.0,2005.0,1094.0,30.7,13.2,3.7,7.3,1.5,0.2,0.45399999999999996,0.282,0.721,85.8,0.122,PG,0,16.0
209,210.0,Carl Braun,1948.0,1962.0,788.0,29.8,13.5,3.4,3.7,1.15,0.2,0.38299999999999995,0.327,0.804,64.3,0.11900000000000001,SG,1,14.0
210,211.0,Jeff Malone,1984.0,1996.0,905.0,32.8,19.0,2.6,2.4,0.6,0.1,0.484,0.268,0.871,54.2,0.08800000000000001,SG,0,12.0
211,212.0,Danny Manning,1989.0,2003.0,883.0,27.4,14.0,5.2,2.3,1.1,0.9,0.511,0.20600000000000002,0.7290000000000001,55.1,0.109,PF,0,14.0
212,213.0,Charles Oakley,1986.0,2004.0,1282.0,31.4,9.7,9.5,2.5,1.1,0.3,0.47100000000000003,0.253,0.7609999999999999,89.7,0.107,PF,0,18.0
213,214.0,Sidney Wicks,1972.0,1981.0,760.0,33.9,16.8,8.7,3.2,1.0,0.7,0.45899999999999996,0.0,0.685,42.4,0.079,PF,0,9.0
214,215.0,John Williamson,1977.0,1981.0,288.0,31.8,20.1,2.5,2.8,1.1,0.2,0.449,0.293,0.833,13.4,0.07,SG,0,4.0
215,216.0,Arnie Risen,1949.0,1958.0,637.0,28.3,12.0,9.7,1.7,0.6,1.4,0.381,0.1175,0.6990000000000001,56.0,0.11900000000000001,C,1,9.0
216,217.0,Cedric Maxwell,1978.0,1988.0,835.0,28.5,12.5,6.3,2.2,0.8,0.5,0.546,0.053,0.784,78.5,0.159,SF,0,10.0
217,218.0,Darrell Griffith,1981.0,1991.0,765.0,28.0,16.2,3.3,2.1,1.2,0.3,0.46299999999999997,0.332,0.7070000000000001,22.0,0.049,SG,0,10.0
218,219.0,Ray Scott,1962.0,1970.0,684.0,31.2,14.9,10.5,2.4,0.8,0.8,0.405,0.17600000000000002,0.72,30.8,0.069,PF,0,8.0
219,220.0,Cazzie Russell,1967.0,1978.0,817.0,27.2,15.1,3.8,2.2,0.8,0.1,0.46399999999999997,0.17600000000000002,0.8270000000000001,51.7,0.11199999999999999,PF,0,11.0
220,221.0,Dale Ellis,1984.0,2000.0,1209.0,28.8,15.7,3.5,1.4,0.8,0.2,0.479,0.40299999999999997,0.784,84.7,0.11699999999999999,SG,0,16.0
221,222.0,Reggie Lewis,1988.0,1993.0,450.0,32.6,17.6,4.3,2.6,1.3,0.9,0.488,0.2,0.8240000000000001,38.9,0.127,SF,0,5.0
222,223.0,Richard Hamilton,2000.0,2013.0,921.0,32.1,17.1,3.1,3.4,0.8,0.1,0.449,0.34600000000000003,0.852,62.8,0.102,SF,0,13.0
223,224.0,Michael Redd,2001.0,2012.0,629.0,32.0,19.0,3.8,2.1,0.9,0.1,0.447,0.38,0.838,55.9,0.134,SG,0,11.0
224,225.0,Peja Stojaković,1999.0,2011.0,804.0,33.5,17.0,4.7,1.8,0.9,0.1,0.45,0.401,0.895,82.6,0.147,SF,0,12.0
225,226.0,Latrell Sprewell,1993.0,2005.0,913.0,38.6,18.3,4.1,4.0,1.4,0.4,0.425,0.337,0.804,56.3,0.077,SF,0,12.0
226,227.0,Derek Harper,1984.0,1999.0,1199.0,31.5,13.3,2.4,5.5,1.6,0.3,0.46299999999999997,0.354,0.745,86.8,0.11,PG,0,15.0
227,228.0,Steve Francis,2000.0,2008.0,576.0,37.6,18.1,5.6,6.0,1.5,0.4,0.429,0.341,0.797,54.1,0.12,PG,0,8.0
228,229.0,Mickey Johnson,1975.0,1986.0,904.0,27.7,14.1,7.2,3.0,1.1,0.7,0.449,0.165,0.8,58.6,0.113,PF,0,11.0
229,230.0,Jason Richardson,2002.0,2015.0,857.0,34.1,17.1,5.0,2.7,1.2,0.4,0.43799999999999994,0.37,0.7070000000000001,59.1,0.09699999999999999,SF,0,13.0
230,231.0,Purvis Short,1979.0,1990.0,842.0,29.2,17.3,4.3,2.5,1.0,0.2,0.474,0.282,0.8240000000000001,51.1,0.1,SF,0,11.0
231,232.0,Orlando Woolridge,1982.0,1994.0,851.0,28.3,16.0,4.3,1.9,0.6,0.7,0.513,0.091,0.737,53.0,0.106,PF,0,12.0
232,233.0,Austin Carr,1972.0,1981.0,682.0,28.8,15.4,2.9,2.8,0.8,0.1,0.449,0.154,0.804,32.9,0.08,SG,0,9.0
233,234.0,Max Zaslofsky,1947.0,1956.0,540.0,28.3,14.8,2.8,2.0,1.15,0.2,0.34299999999999997,0.327,0.769,48.3,0.057,SG,0,9.0
234,235.0,Bill Laimbeer,1981.0,1994.0,1068.0,31.8,12.9,9.7,2.0,0.7,0.9,0.498,0.326,0.8370000000000001,105.6,0.149,C,0,13.0
235,236.0,Antawn Jamison,1999.0,2014.0,1083.0,34.8,18.5,7.5,1.6,1.0,0.4,0.451,0.34600000000000003,0.7240000000000001,87.8,0.11199999999999999,SF,0,15.0
236,237.0,Clark Kellogg,1983.0,1987.0,260.0,32.7,18.9,9.5,2.9,1.5,0.4,0.49700000000000005,0.33799999999999997,0.757,20.9,0.11800000000000001,PF,0,4.0
237,238.0,Antoine Walker,1997.0,2008.0,893.0,35.3,17.5,7.7,3.5,1.2,0.5,0.414,0.325,0.633,38.1,0.057999999999999996,PF,0,11.0
238,239.0,Jim McMillian,1971.0,1979.0,631.0,32.1,13.8,5.3,2.5,1.1,0.2,0.48200000000000004,0.3305,0.8320000000000001,46.0,0.109,SF,0,8.0
239,240.0,Truck Robinson,1975.0,1985.0,772.0,32.6,15.5,9.4,1.7,0.7,0.7,0.483,1.0,0.662,52.7,0.10099999999999999,PF,0,10.0
240,241.0,Jeff Ruland,1982.0,1993.0,332.0,33.4,17.4,10.2,3.0,0.8,0.8,0.564,0.158,0.718,34.3,0.149,C,0,11.0
241,242.0,A.C. Green,1986.0,2001.0,1278.0,28.6,9.6,7.4,1.1,0.8,0.4,0.494,0.254,0.7340000000000001,99.5,0.131,PF,0,15.0
242,243.0,Walter Dukes,1956.0,1963.0,553.0,26.5,10.4,11.3,1.1,0.6,1.4,0.369,0.1175,0.7,24.0,0.079,C,0,7.0
243,244.0,Zydrunas Ilgauskas,1998.0,2011.0,843.0,27.2,13.0,7.3,1.1,0.5,1.6,0.47600000000000003,0.31,0.78,66.3,0.139,C,0,13.0
244,245.0,Quinn Buckner,1977.0,1986.0,719.0,22.6,8.2,2.7,4.3,1.9,0.1,0.461,0.184,0.657,24.7,0.073,PG,0,9.0
245,246.0,Glenn Robinson,1995.0,2005.0,688.0,36.8,20.7,6.1,2.7,1.2,0.6,0.45899999999999996,0.34,0.82,39.8,0.075,SF,0,10.0
246,247.0,Bruce Bowen,1997.0,2009.0,873.0,27.6,6.1,2.8,1.2,0.8,0.4,0.409,0.39299999999999996,0.575,42.9,0.086,SF,0,12.0
247,248.0,Detlef Schrempf,1986.0,2001.0,1136.0,29.6,13.9,6.2,3.4,0.8,0.3,0.491,0.384,0.8029999999999999,109.5,0.156,SF,0,15.0
248,249.0,Terry Dischinger,1963.0,1973.0,652.0,27.4,13.8,5.6,1.8,1.0,0.4,0.506,0.3305,0.758,56.3,0.152,SF,0,10.0
249,250.0,Toni Kukoč,1994.0,2006.0,846.0,26.3,11.6,4.2,3.7,1.0,0.3,0.447,0.335,0.7290000000000001,59.6,0.129,SF,0,12.0
250,251.0,Mike Bibby,1999.0,2012.0,1001.0,33.9,14.7,3.1,5.5,1.2,0.1,0.436,0.379,0.802,73.2,0.10400000000000001,PG,0,13.0
251,252.0,Ralph Sampson,1984.0,1992.0,456.0,29.8,15.4,8.8,2.3,0.9,1.6,0.486,0.172,0.6609999999999999,20.1,0.071,PF,1,8.0
252,253.0,Frank Ramsey,1955.0,1964.0,623.0,24.6,13.4,5.5,1.8,1.0,0.4,0.39899999999999997,0.3305,0.804,49.2,0.154,SF,1,9.0
253,254.0,Anthony Mason,1990.0,2003.0,882.0,34.7,10.9,8.3,3.4,0.7,0.3,0.509,0.16699999999999998,0.7090000000000001,88.3,0.138,SF,0,13.0
254,255.0,Andre Miller,2000.0,2016.0,1304.0,30.9,12.5,3.7,6.5,1.2,0.2,0.461,0.217,0.807,100.8,0.12,PG,0,16.0
255,256.0,Happy Hairston,1965.0,1975.0,776.0,31.4,14.8,10.3,1.6,0.8,0.2,0.478,0.3305,0.741,70.0,0.138,SF,0,10.0
256,257.0,Shareef Abdur-Rahim,1997.0,2008.0,830.0,34.8,18.1,7.5,2.5,1.0,0.8,0.47200000000000003,0.297,0.81,71.2,0.11800000000000001,SF,0,11.0
257,258.0,Doug Christie,1993.0,2007.0,827.0,31.5,11.2,4.1,3.6,1.9,0.5,0.426,0.354,0.821,55.7,0.102,SG,0,14.0
258,259.0,Geoff Petrie,1971.0,1976.0,446.0,37.6,21.8,2.8,4.6,1.1,0.1,0.455,0.325,0.805,26.1,0.075,PG,0,5.0
259,260.0,Rony Seikaly,1989.0,1999.0,678.0,31.6,14.7,9.5,1.3,0.7,1.3,0.484,0.188,0.679,37.3,0.084,C,0,10.0
260,261.0,David West,2004.0,2018.0,1034.0,28.2,13.6,6.4,2.2,0.7,0.8,0.495,0.265,0.8170000000000001,85.9,0.141,PF,0,14.0
261,262.0,Eddie Jones,1995.0,2008.0,954.0,34.4,14.8,4.0,2.9,1.7,0.6,0.43700000000000006,0.373,0.809,100.6,0.147,SG,0,13.0
262,263.0,Dan Majerle,1989.0,2002.0,955.0,31.6,11.4,4.5,2.9,1.3,0.4,0.431,0.358,0.741,78.5,0.125,SF,0,13.0
263,264.0,John Lucas,1977.0,1990.0,928.0,27.5,10.7,2.3,7.0,1.4,0.1,0.449,0.303,0.7759999999999999,53.7,0.10099999999999999,PG,0,13.0
264,265.0,Jeff Hornacek,1987.0,2000.0,1077.0,31.5,14.5,3.4,4.9,1.4,0.2,0.496,0.40299999999999997,0.877,108.9,0.154,SG,0,13.0
265,266.0,Dan Roundfield,1977.0,1987.0,746.0,31.4,15.2,9.7,2.2,0.9,1.5,0.485,0.115,0.738,65.2,0.134,PF,0,10.0
266,267.0,Caldwell Jones,1977.0,1990.0,1068.0,24.8,6.2,7.2,1.3,0.4,1.4,0.473,0.065,0.753,44.3,0.08,C,0,13.0
267,268.0,Brian Winters,1975.0,1983.0,650.0,30.7,16.2,2.6,4.1,1.2,0.3,0.475,0.363,0.8420000000000001,38.6,0.09300000000000001,SG,0,8.0
268,269.0,Otis Thorpe,1985.0,2001.0,1257.0,31.7,14.0,8.2,2.2,0.7,0.4,0.546,0.047,0.687,106.4,0.128,PF,0,16.0
269,270.0,Jack Marin,1967.0,1977.0,849.0,29.0,14.8,5.2,2.1,0.5,0.2,0.465,0.3305,0.843,59.3,0.11599999999999999,SF,0,10.0
270,271.0,Terrell Brandon,1992.0,2002.0,724.0,29.8,13.8,3.0,6.1,1.6,0.3,0.44799999999999995,0.355,0.873,65.9,0.147,PG,0,10.0
271,272.0,Clifford Robinson,1990.0,2007.0,1380.0,30.8,14.2,4.6,2.2,1.0,1.0,0.43799999999999994,0.35600000000000004,0.6890000000000001,89.7,0.10099999999999999,SF,0,17.0
272,273.0,Zach Randolph,2002.0,2018.0,1116.0,31.0,16.6,9.1,1.8,0.7,0.3,0.47100000000000003,0.273,0.764,81.1,0.11199999999999999,PF,0,16.0
273,274.0,Scott Wedman,1975.0,1987.0,906.0,28.6,13.2,4.8,2.0,0.9,0.3,0.48100000000000004,0.335,0.794,53.7,0.099,SF,0,12.0
274,275.0,Bob Boozer,1961.0,1971.0,874.0,29.2,14.8,8.1,1.4,0.8,0.8,0.462,0.17600000000000002,0.7609999999999999,64.2,0.121,PF,0,10.0
275,276.0,Rik Smits,1989.0,2000.0,867.0,26.6,14.8,6.1,1.4,0.4,1.3,0.507,0.115,0.773,56.6,0.11800000000000001,C,0,11.0
276,277.0,Vlade Divac,1990.0,2005.0,1134.0,29.8,11.8,8.2,3.1,1.1,1.4,0.495,0.235,0.6920000000000001,96.4,0.13699999999999998,C,1,15.0
277,278.0,Sleepy Floyd,1983.0,1995.0,957.0,27.6,12.8,2.6,5.4,1.2,0.2,0.444,0.324,0.815,50.6,0.092,PG,0,12.0
278,279.0,Doc Rivers,1984.0,1996.0,864.0,27.3,10.9,3.0,5.7,1.8,0.4,0.444,0.32799999999999996,0.784,68.2,0.139,PG,0,12.0
279,280.0,Larry Costello,1955.0,1968.0,706.0,30.0,12.2,3.8,4.6,1.3,0.1,0.43799999999999994,0.325,0.841,62.7,0.142,PG,0,13.0
280,281.0,Xavier McDaniel,1986.0,1998.0,870.0,29.0,15.6,6.1,2.0,0.9,0.5,0.485,0.261,0.718,47.8,0.091,SF,0,12.0
281,282.0,Eddie Johnson,1978.0,1987.0,675.0,29.6,15.1,2.3,5.1,1.1,0.1,0.47600000000000003,0.326,0.7909999999999999,41.0,0.098,SG,0,9.0
282,283.0,Eddie Johnson 2,1982.0,1999.0,1199.0,27.2,16.0,4.0,2.1,0.6,0.2,0.47200000000000003,0.335,0.84,65.6,0.09699999999999999,SF,0,17.0
283,284.0,Bill Cartwright,1980.0,1995.0,963.0,28.5,13.2,6.3,1.4,0.5,0.7,0.525,0.0,0.7709999999999999,72.8,0.127,C,0,15.0
284,285.0,Cliff Robinson,1980.0,1992.0,629.0,30.7,17.2,8.3,2.0,1.0,0.7,0.46799999999999997,0.184,0.722,30.5,0.076,SF,0,12.0
285,286.0,Kenny Sears,1956.0,1964.0,529.0,28.2,13.9,7.8,1.6,0.8,0.8,0.455,0.17600000000000002,0.826,55.8,0.179,PF,0,8.0
286,287.0,Michael Finley,1996.0,2010.0,1103.0,34.4,15.7,4.4,2.9,0.9,0.3,0.444,0.375,0.8109999999999999,85.2,0.10800000000000001,SF,0,14.0
287,288.0,Phil Ford,1979.0,1985.0,482.0,28.0,11.6,1.8,6.4,1.2,0.1,0.467,0.21,0.82,23.3,0.083,PG,0,6.0
288,289.0,Jeff Mullins,1965.0,1976.0,804.0,30.6,16.2,4.3,3.8,0.8,0.2,0.46299999999999997,0.327,0.8140000000000001,62.8,0.12300000000000001,SG,0,11.0
289,290.0,Mel Hutchins,1952.0,1958.0,437.0,37.9,11.1,9.6,3.0,0.6,1.4,0.389,0.1175,0.6729999999999999,27.9,0.081,C,0,6.0
290,291.0,Tom Gugliotta,1993.0,2005.0,763.0,30.9,13.0,7.3,2.8,1.4,0.6,0.451,0.284,0.757,40.2,0.08199999999999999,PF,0,12.0
291,292.0,Nick Van Exel,1994.0,2006.0,880.0,32.9,14.4,2.9,6.6,0.8,0.1,0.405,0.35700000000000004,0.794,55.9,0.09300000000000001,PG,0,12.0
292,293.0,Lucius Allen,1970.0,1979.0,702.0,28.7,13.4,3.1,4.5,1.5,0.3,0.46299999999999997,0.325,0.76,42.0,0.1,PG,0,9.0
293,294.0,Mike Mitchell,1979.0,1988.0,759.0,32.3,19.8,5.6,1.3,0.7,0.5,0.493,0.21600000000000003,0.779,50.2,0.098,SF,0,9.0
294,295.0,Jerry Stackhouse,1996.0,2013.0,970.0,31.2,16.9,3.2,3.3,0.9,0.5,0.409,0.309,0.8220000000000001,52.4,0.083,SG,0,17.0
295,296.0,Don Chaney,1969.0,1980.0,742.0,23.5,8.4,3.9,2.1,1.2,0.5,0.43799999999999994,0.16699999999999998,0.7759999999999999,35.5,0.098,SG,0,11.0
296,297.0,Damon Stoudamire,1996.0,2008.0,878.0,33.2,13.4,3.5,6.1,1.1,0.1,0.406,0.35700000000000004,0.833,55.4,0.091,PG,0,12.0
297,298.0,Glen Rice,1990.0,2004.0,1000.0,35.0,18.3,4.4,2.1,1.0,0.3,0.456,0.4,0.846,88.7,0.122,SF,0,14.0
298,299.0,Kenyon Martin,2001.0,2015.0,757.0,30.6,12.3,6.8,1.9,1.2,1.1,0.483,0.23399999999999999,0.629,48.0,0.1,PF,0,14.0
299,300.0,Calvin Natt,1980.0,1990.0,599.0,31.4,17.2,6.8,2.2,0.9,0.3,0.528,0.21899999999999997,0.768,57.2,0.146,SF,0,10.0
300,301.0,Swen Nater,1977.0,1984.0,489.0,28.4,12.2,10.8,2.0,0.5,0.5,0.537,0.25,0.76,36.9,0.128,C,0,7.0
301,302.0,Rashard Lewis,1999.0,2014.0,1049.0,32.0,14.9,5.2,1.7,1.1,0.5,0.452,0.386,0.805,90.9,0.13,SF,0,15.0
302,303.0,Tom Sanders,1961.0,1973.0,916.0,24.2,9.6,6.3,1.1,1.0,0.4,0.428,0.3305,0.767,56.5,0.122,SF,1,12.0
303,304.0,Sam Lacey,1971.0,1983.0,1002.0,31.8,10.3,9.7,3.7,1.3,1.5,0.441,0.188,0.738,50.9,0.077,C,0,12.0
304,305.0,Fred Brown,1972.0,1984.0,963.0,25.4,14.6,2.7,3.3,1.4,0.2,0.478,0.373,0.858,63.2,0.124,SG,0,12.0
305,306.0,Elmore Smith,1972.0,1979.0,562.0,31.8,13.4,10.6,1.4,0.8,2.9,0.48200000000000004,0.1175,0.579,34.7,0.09300000000000001,C,0,7.0
306,307.0,Joe Barry Carroll,1981.0,1991.0,705.0,32.4,17.7,7.7,1.8,1.0,1.6,0.474,0.0,0.747,35.6,0.075,C,0,10.0
307,308.0,Sam Perkins,1985.0,2001.0,1286.0,28.5,11.9,6.0,1.5,0.9,0.7,0.45899999999999996,0.36200000000000004,0.8109999999999999,105.4,0.138,PF,0,16.0
308,309.0,Dick Barnett,1960.0,1974.0,971.0,29.8,15.8,2.9,2.8,0.2,0.0,0.456,0.327,0.7609999999999999,68.7,0.114,SG,0,14.0
309,310.0,Sean Elliott,1990.0,2001.0,742.0,33.0,14.2,4.3,2.6,0.8,0.4,0.465,0.375,0.799,55.7,0.109,SF,0,11.0
310,311.0,Dick Van Arsdale,1966.0,1977.0,921.0,34.5,16.4,4.1,3.3,0.9,0.2,0.46399999999999997,0.327,0.79,75.2,0.114,SG,0,11.0
311,312.0,Tom Van Arsdale,1966.0,1977.0,929.0,30.9,15.3,4.2,2.2,0.7,0.1,0.431,0.3305,0.762,36.6,0.061,SF,0,11.0
312,313.0,Slick Watts,1974.0,1979.0,437.0,26.3,8.9,3.2,6.1,2.2,0.3,0.413,0.325,0.597,13.8,0.057999999999999996,PG,0,5.0
313,314.0,Tom Meschery,1962.0,1971.0,778.0,30.2,12.7,8.6,1.7,0.8,0.8,0.441,0.17600000000000002,0.745,43.6,0.08900000000000001,PF,0,9.0
314,315.0,Theo Ratliff,1996.0,2011.0,810.0,25.3,7.2,5.7,0.6,0.5,2.4,0.496,0.0,0.71,47.9,0.11199999999999999,C,0,15.0
315,316.0,Kenny Anderson,1992.0,2005.0,858.0,30.1,12.6,3.1,6.1,1.5,0.1,0.42100000000000004,0.34600000000000003,0.79,62.5,0.11599999999999999,PG,0,13.0
316,317.0,Wayman Tisdale,1986.0,1997.0,840.0,28.4,15.3,6.1,1.3,0.6,0.6,0.505,0.0,0.76,45.7,0.092,PF,0,11.0
317,318.0,Ray Williams,1978.0,1987.0,655.0,28.2,15.5,3.6,5.8,1.8,0.3,0.451,0.237,0.802,37.1,0.096,PG,0,9.0
318,319.0,Lionel Hollins,1976.0,1985.0,673.0,27.4,11.6,2.4,4.5,1.6,0.3,0.444,0.149,0.741,22.9,0.059000000000000004,PG,0,9.0
319,320.0,Danny Ainge,1982.0,1995.0,1042.0,26.6,11.5,2.7,4.0,1.1,0.1,0.469,0.37799999999999995,0.846,71.5,0.124,SG,0,13.0
320,321.0,Kenny Smith,1988.0,1997.0,737.0,30.1,12.8,2.0,5.5,1.0,0.1,0.48,0.39899999999999997,0.8290000000000001,46.8,0.10099999999999999,PG,0,9.0
321,322.0,Fred Carter,1970.0,1977.0,611.0,30.0,15.2,3.9,3.5,1.2,0.2,0.425,0.327,0.693,14.8,0.039,SG,0,7.0
