,Rank,Player,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Position,HoF,Years Played
322,323.0,Gerald Wallace,2002.0,2015.0,832.0,29.7,11.9,5.8,2.1,1.4,0.8,0.469,0.312,0.7090000000000001,59.7,0.11599999999999999,SF,0,13.0
323,324.0,Caron Butler,2003.0,2016.0,881.0,32.2,14.1,5.0,2.3,1.3,0.2,0.434,0.348,0.847,50.9,0.086,SF,0,13.0
324,325.0,Allan Houston,1994.0,2005.0,839.0,33.7,17.3,2.9,2.4,0.7,0.2,0.444,0.402,0.863,55.3,0.094,SG,0,11.0
325,326.0,Byron Scott,1984.0,1997.0,1073.0,28.1,14.1,2.8,2.5,1.1,0.3,0.48200000000000004,0.37,0.833,75.2,0.12,SG,0,13.0
326,327.0,Ron Harper,1987.0,2001.0,1009.0,30.9,13.8,4.3,3.9,1.7,0.7,0.446,0.289,0.72,65.8,0.10099999999999999,SG,0,14.0
327,328.0,Luke Jackson,1965.0,1972.0,522.0,26.4,9.9,8.8,1.6,0.8,0.8,0.415,0.17600000000000002,0.722,22.3,0.078,PF,0,7.0
328,329.0,Lionel Simmons,1991.0,1997.0,454.0,29.7,12.8,6.2,3.3,1.1,0.8,0.433,0.305,0.7709999999999999,16.9,0.06,SF,0,6.0
329,330.0,Greg Ballard,1978.0,1989.0,802.0,27.5,12.4,6.1,2.2,1.1,0.3,0.47200000000000003,0.33799999999999997,0.787,54.0,0.11699999999999999,SF,0,11.0
330,331.0,Arvydas Sabonis,1996.0,2003.0,470.0,24.2,12.0,7.3,2.1,0.8,1.1,0.5,0.32799999999999996,0.7859999999999999,47.3,0.2,C,1,7.0
331,332.0,Danny Granger,2006.0,2015.0,586.0,31.5,16.8,4.9,1.9,1.0,0.8,0.434,0.38,0.848,48.5,0.126,SF,0,9.0
332,333.0,Andre Iguodala,2005.0,2019.0,1108.0,33.4,12.1,5.1,4.4,1.5,0.5,0.466,0.33299999999999996,0.71,96.4,0.125,SF,0,14.0
333,334.0,Michael Adams,1986.0,1996.0,653.0,31.3,14.7,2.9,6.4,1.7,0.1,0.415,0.332,0.8490000000000001,46.9,0.11,PG,0,10.0
334,335.0,Billy Knight,1977.0,1985.0,671.0,27.4,15.7,4.5,2.1,0.9,0.1,0.506,0.27399999999999997,0.83,48.5,0.126,SF,0,8.0
335,336.0,Ben Gordon,2005.0,2015.0,744.0,27.4,14.9,2.5,2.5,0.7,0.2,0.43200000000000005,0.401,0.857,33.3,0.078,SG,0,10.0
336,337.0,Jay Vincent,1982.0,1990.0,576.0,27.0,15.2,5.5,2.0,0.7,0.3,0.474,0.14800000000000002,0.784,27.5,0.085,SF,0,8.0
337,338.0,Kevin Willis,1985.0,2007.0,1424.0,26.9,12.1,8.4,0.9,0.7,0.5,0.48700000000000004,0.21100000000000002,0.713,81.8,0.102,PF,0,22.0
338,339.0,Jim Chones,1975.0,1982.0,623.0,30.7,12.3,8.3,1.7,0.5,1.0,0.46799999999999997,0.0,0.7040000000000001,37.4,0.094,C,0,7.0
339,340.0,Vinnie Johnson,1980.0,1992.0,984.0,24.7,12.0,3.2,3.3,0.9,0.3,0.46399999999999997,0.254,0.74,50.8,0.1,SG,0,12.0
340,341.0,Roy Tarpley,1987.0,1995.0,280.0,26.7,12.6,10.0,1.0,1.1,1.2,0.483,0.17600000000000002,0.7440000000000001,19.8,0.127,PF,0,8.0
341,342.0,Vin Baker,1994.0,2006.0,791.0,32.5,15.0,7.4,1.9,0.7,1.0,0.485,0.215,0.638,47.0,0.08800000000000001,PF,0,12.0
342,343.0,Darryl Dawkins,1976.0,1989.0,726.0,23.7,12.0,6.1,1.3,0.5,1.4,0.5720000000000001,0.133,0.685,46.4,0.129,C,0,13.0
343,344.0,Jim Jackson,1993.0,2006.0,885.0,32.8,14.3,4.7,3.2,0.8,0.2,0.428,0.365,0.825,35.8,0.059000000000000004,SF,0,13.0
344,345.0,Nick Anderson,1990.0,2002.0,800.0,31.2,14.4,5.1,2.6,1.4,0.5,0.446,0.35600000000000004,0.667,55.3,0.106,SG,0,12.0
345,346.0,Jameer Nelson,2005.0,2018.0,878.0,27.9,11.3,3.0,5.1,0.9,0.1,0.436,0.368,0.81,48.3,0.094,PG,0,13.0
346,347.0,Al Jefferson,2005.0,2018.0,915.0,28.7,15.7,8.4,1.5,0.7,1.2,0.499,0.121,0.711,71.0,0.13,C,0,13.0
347,348.0,Rodney McCray,1984.0,1993.0,768.0,32.4,11.7,6.6,3.6,0.8,0.6,0.503,0.26,0.7609999999999999,56.0,0.10800000000000001,SF,0,9.0
348,349.0,Paul Pressey,1983.0,1993.0,724.0,27.2,10.6,3.9,5.1,1.4,0.6,0.485,0.222,0.7490000000000001,49.0,0.12,SG,0,10.0
349,350.0,Muggsy Bogues,1988.0,2001.0,889.0,28.6,7.7,2.6,7.6,1.5,0.0,0.45799999999999996,0.278,0.8270000000000001,54.0,0.102,PG,0,13.0
350,351.0,Mahmoud Abdul-Rauf,1991.0,2001.0,586.0,26.7,14.6,1.9,3.5,0.8,0.1,0.442,0.354,0.905,25.2,0.077,PG,0,10.0
351,352.0,Campy Russell,1975.0,1985.0,566.0,29.6,15.8,4.8,3.0,1.0,0.2,0.45899999999999996,0.366,0.772,35.8,0.10300000000000001,SF,0,10.0
352,353.0,Monta Ellis,2006.0,2017.0,833.0,34.8,17.8,3.5,4.6,1.7,0.3,0.451,0.314,0.772,41.9,0.069,SG,0,11.0
353,354.0,Nat Clifton,1951.0,1958.0,544.0,30.0,10.0,8.2,2.5,0.8,0.8,0.361,0.17600000000000002,0.633,15.0,0.052000000000000005,PF,0,7.0
354,355.0,Robert Horry,1993.0,2008.0,1107.0,24.5,7.0,4.8,2.1,1.0,0.9,0.425,0.341,0.726,66.3,0.11800000000000001,PF,0,15.0
355,356.0,Steve Smith,1992.0,2005.0,942.0,30.6,14.3,3.2,3.1,0.8,0.3,0.44,0.358,0.845,83.7,0.139,SG,0,13.0
356,357.0,Tayshaun Prince,2003.0,2016.0,1017.0,31.0,11.1,4.3,2.4,0.6,0.5,0.455,0.36700000000000005,0.7559999999999999,63.1,0.096,SF,0,13.0
357,358.0,Sherman Douglas,1990.0,2001.0,765.0,27.6,11.0,2.2,5.9,1.0,0.1,0.484,0.267,0.6779999999999999,32.9,0.075,PG,0,11.0
358,359.0,Walt Hazzard,1965.0,1974.0,724.0,26.5,12.6,3.0,4.9,0.5,0.1,0.441,0.325,0.757,30.3,0.076,PG,0,9.0
359,360.0,Chuck Person,1987.0,2000.0,943.0,30.7,14.7,5.1,2.8,0.7,0.2,0.45799999999999996,0.36200000000000004,0.723,38.9,0.065,SF,0,13.0
360,361.0,Armen Gilliam,1988.0,2000.0,929.0,28.4,13.7,6.9,1.2,0.7,0.7,0.489,0.0,0.7759999999999999,58.1,0.106,PF,0,12.0
361,362.0,John Johnson,1971.0,1982.0,869.0,29.6,12.9,5.5,3.8,0.8,0.4,0.446,0.0,0.779,37.1,0.069,SF,0,11.0
362,363.0,Jalen Rose,1995.0,2007.0,923.0,30.3,14.3,3.5,3.8,0.8,0.3,0.44299999999999995,0.355,0.8009999999999999,47.2,0.081,SF,0,12.0
363,364.0,Scott Skiles,1987.0,1996.0,600.0,28.0,11.1,2.5,6.5,0.8,0.0,0.435,0.379,0.889,30.4,0.087,PG,0,9.0
364,365.0,Flynn Robinson,1967.0,1973.0,494.0,23.4,14.5,2.6,3.1,1.3,0.1,0.456,0.325,0.8490000000000001,31.3,0.13,PG,0,6.0
365,366.0,Ricky Sobers,1976.0,1986.0,821.0,28.0,13.3,2.6,4.3,1.3,0.2,0.45899999999999996,0.29100000000000004,0.843,32.0,0.067,SG,0,10.0
366,367.0,Mike Bantom,1974.0,1982.0,706.0,27.9,12.1,6.4,2.3,0.9,0.7,0.46799999999999997,0.2,0.6920000000000001,34.8,0.085,SF,0,8.0
367,368.0,Ricky Pierce,1983.0,1998.0,969.0,24.4,14.9,2.4,1.9,0.8,0.2,0.493,0.322,0.875,72.2,0.146,SG,0,15.0
368,369.0,John Shumate,1976.0,1981.0,318.0,28.9,12.3,7.5,1.8,1.0,0.7,0.516,0.0,0.72,24.5,0.128,PF,0,5.0
369,370.0,Derek Fisher,1997.0,2014.0,1287.0,25.4,8.3,2.1,3.0,1.1,0.1,0.39899999999999997,0.374,0.8170000000000001,62.3,0.091,PG,0,17.0
370,371.0,John Starks,1989.0,2002.0,866.0,27.2,12.5,2.5,3.6,1.1,0.1,0.41200000000000003,0.34,0.769,49.9,0.102,SG,0,13.0
371,372.0,Antonio McDyess,1996.0,2011.0,1015.0,27.6,12.0,7.5,1.3,0.8,1.1,0.49700000000000005,0.11699999999999999,0.67,69.8,0.11900000000000001,PF,0,15.0
372,373.0,Stephen Jackson,2001.0,2014.0,858.0,31.9,15.1,3.9,3.1,1.3,0.4,0.414,0.33299999999999996,0.7979999999999999,36.1,0.063,SF,0,13.0
373,374.0,Larry Drew,1981.0,1991.0,714.0,25.7,11.4,1.8,5.2,1.1,0.1,0.467,0.29100000000000004,0.7979999999999999,24.4,0.064,PG,0,10.0
374,375.0,Juwan Howard,1995.0,2013.0,1208.0,30.3,13.4,6.1,2.2,0.7,0.3,0.469,0.12,0.764,59.4,0.078,PF,0,18.0
375,376.0,Richard Jefferson,2002.0,2018.0,1181.0,29.0,12.6,4.0,2.0,0.7,0.3,0.46399999999999997,0.376,0.768,83.0,0.11599999999999999,SF,0,16.0
376,377.0,Vern Fleming,1985.0,1996.0,893.0,27.7,11.3,3.4,4.8,1.0,0.1,0.498,0.18100000000000002,0.764,52.0,0.10099999999999999,PG,0,11.0
377,378.0,Steve Stipanovich,1984.0,1988.0,403.0,31.2,13.2,7.8,2.3,1.0,0.9,0.484,0.179,0.7959999999999999,30.4,0.11599999999999999,C,0,4.0
378,379.0,Mark Eaton,1983.0,1993.0,875.0,28.8,6.0,7.9,1.0,0.4,3.5,0.45799999999999996,0.0,0.649,44.8,0.085,C,0,10.0
379,380.0,Jason Terry,2000.0,2018.0,1410.0,29.8,13.4,2.3,3.8,1.1,0.2,0.444,0.38,0.845,102.0,0.11599999999999999,SG,0,18.0
380,381.0,Johnny Dawkins,1987.0,1995.0,541.0,27.5,11.1,2.5,5.5,1.1,0.1,0.456,0.33,0.857,21.8,0.07,PG,0,8.0
381,382.0,Hersey Hawkins,1989.0,2001.0,983.0,32.6,14.7,3.6,2.9,1.7,0.3,0.461,0.39399999999999996,0.87,90.6,0.136,SG,0,12.0
382,383.0,Mychal Thompson,1979.0,1991.0,935.0,29.7,13.7,7.4,2.3,0.7,1.1,0.504,0.083,0.655,59.1,0.102,C,0,12.0
383,384.0,Mike Newlin,1972.0,1982.0,837.0,29.4,14.9,3.0,4.0,1.0,0.1,0.466,0.302,0.87,50.4,0.098,SG,0,10.0
384,385.0,Ray Felix,1954.0,1962.0,637.0,23.8,10.9,8.9,0.7,0.6,1.4,0.41200000000000003,0.1175,0.6779999999999999,39.6,0.125,C,0,8.0
385,386.0,Kevin Loughery,1963.0,1973.0,755.0,29.4,15.3,3.0,3.7,1.15,0.2,0.413,0.327,0.8029999999999999,29.8,0.064,SG,0,10.0
386,387.0,Dick Garmaker,1956.0,1961.0,421.0,28.9,13.3,4.2,2.6,1.15,0.2,0.40299999999999997,0.327,0.787,25.6,0.10099999999999999,SG,0,5.0
387,388.0,Lloyd Neal,1973.0,1979.0,435.0,25.3,11.1,7.7,1.5,0.5,0.9,0.485,0.17600000000000002,0.672,22.7,0.099,PF,0,6.0
388,389.0,Lonnie Shelton,1977.0,1986.0,673.0,27.5,12.0,6.1,2.2,1.1,0.8,0.49200000000000005,0.09699999999999999,0.738,37.5,0.09699999999999999,PF,0,9.0
389,390.0,Larry Smith,1981.0,1993.0,883.0,25.9,6.7,9.2,1.1,0.8,0.5,0.531,0.0,0.531,46.0,0.096,PF,0,12.0
390,391.0,Pooh Richardson,1990.0,1999.0,639.0,30.4,11.1,2.8,6.5,1.3,0.2,0.444,0.32899999999999996,0.652,26.7,0.066,PG,0,9.0
391,392.0,Nate McMillan,1987.0,1998.0,796.0,25.7,5.9,4.0,6.1,1.9,0.4,0.44299999999999995,0.34299999999999997,0.65,50.2,0.11800000000000001,PG,0,11.0
392,393.0,Corey Maggette,2000.0,2013.0,827.0,28.2,16.0,4.9,2.1,0.7,0.2,0.45299999999999996,0.324,0.8220000000000001,62.2,0.128,SF,0,13.0
393,394.0,Junior Bridgeman,1976.0,1987.0,849.0,25.0,13.6,3.5,2.4,0.8,0.3,0.475,0.244,0.846,45.0,0.102,SF,0,11.0
394,395.0,M.L. Carr,1977.0,1985.0,604.0,23.5,9.7,4.3,1.8,1.3,0.4,0.47,0.256,0.746,29.0,0.098,SF,0,8.0
395,396.0,Woody Sauldsberry,1958.0,1966.0,462.0,27.7,10.7,7.8,1.1,0.8,0.8,0.348,0.17600000000000002,0.61,-7.9,-0.03,PF,0,8.0
396,397.0,Steve Johnson,1982.0,1991.0,626.0,21.8,11.7,5.5,1.2,0.5,0.8,0.5720000000000001,0.0,0.634,26.9,0.095,C,0,9.0
397,398.0,Jim Washington,1966.0,1976.0,774.0,29.3,10.6,8.6,1.4,0.5,0.6,0.449,0.17600000000000002,0.705,39.3,0.083,PF,0,10.0
398,399.0,Vernon Maxwell,1989.0,2001.0,855.0,28.4,12.8,2.6,3.4,1.1,0.2,0.39799999999999996,0.32,0.733,27.4,0.054000000000000006,SG,0,12.0
399,400.0,Michael Cage,1985.0,2000.0,1140.0,26.1,7.3,7.6,0.9,0.9,0.6,0.515,0.0,0.664,74.4,0.12,C,0,15.0
400,401.0,Quentin Richardson,2001.0,2013.0,783.0,26.5,10.3,4.7,1.5,0.8,0.2,0.397,0.355,0.718,32.8,0.076,SF,0,12.0
401,402.0,Kermit Washington,1974.0,1988.0,507.0,25.3,9.2,8.3,1.4,0.8,1.1,0.526,0.0,0.6559999999999999,36.0,0.135,PF,0,14.0
402,403.0,Derrick McKey,1988.0,2002.0,937.0,29.1,11.0,4.7,2.4,1.1,0.7,0.486,0.316,0.779,61.8,0.109,SF,0,14.0
403,404.0,Keith Van Horn,1998.0,2006.0,575.0,31.6,16.0,6.8,1.6,0.8,0.5,0.44299999999999995,0.361,0.835,41.7,0.11,SF,0,8.0
404,405.0,Cedric Ceballos,1991.0,2001.0,609.0,24.2,14.3,5.3,1.2,0.7,0.3,0.5,0.309,0.753,40.4,0.132,SF,0,10.0
405,406.0,Michael Brooks,1981.0,1988.0,319.0,29.4,12.8,6.3,2.6,1.2,0.4,0.486,0.152,0.7140000000000001,16.5,0.085,SF,0,7.0
406,407.0,Dale Davis,1992.0,2007.0,1094.0,27.1,8.0,7.9,0.9,0.6,1.2,0.53,0.0,0.562,86.9,0.141,C,0,15.0
407,408.0,Antonio Davis,1994.0,2006.0,903.0,28.9,10.0,7.5,1.1,0.5,1.0,0.44799999999999995,0.087,0.727,59.6,0.11,PF,0,12.0
408,409.0,Christian Laettner,1993.0,2005.0,868.0,29.7,12.8,6.7,2.6,1.1,0.8,0.48,0.261,0.82,64.9,0.121,PF,0,12.0
409,410.0,Ken Norman,1988.0,1997.0,646.0,29.4,13.5,6.1,2.1,0.8,0.7,0.486,0.312,0.5670000000000001,27.1,0.069,SF,0,9.0
410,411.0,Thurl Bailey,1984.0,1999.0,928.0,26.8,12.8,5.1,1.4,0.5,1.2,0.473,0.114,0.812,45.0,0.087,PF,0,15.0
411,412.0,Mike Woodson,1981.0,1991.0,786.0,25.5,14.0,2.3,2.3,1.2,0.3,0.466,0.271,0.813,34.6,0.083,SG,0,10.0
412,413.0,Al Harrington,1999.0,2014.0,981.0,28.6,13.5,5.6,1.7,0.9,0.3,0.444,0.35200000000000004,0.727,42.5,0.073,PF,0,15.0
413,414.0,Andrew Bogut,2006.0,2019.0,706.0,28.1,9.6,8.7,2.2,0.6,1.5,0.535,0.12,0.557,50.6,0.122,C,0,13.0
414,415.0,Kenny Carr,1978.0,1987.0,674.0,25.5,11.6,7.4,1.4,0.7,0.4,0.51,0.079,0.684,33.6,0.094,PF,0,9.0
415,416.0,Don Kojis,1964.0,1975.0,814.0,23.6,12.2,5.6,1.4,0.9,0.2,0.446,0.3305,0.72,35.8,0.08900000000000001,SF,0,11.0
416,417.0,Ron Behagen,1974.0,1980.0,388.0,23.5,10.3,7.0,1.6,0.7,0.4,0.425,0.17600000000000002,0.754,13.0,0.068,PF,0,6.0
417,418.0,Luol Deng,2005.0,2019.0,902.0,34.3,14.8,6.1,2.3,1.0,0.5,0.456,0.332,0.769,74.0,0.115,SF,0,14.0
418,419.0,Brian Grant,1995.0,2006.0,756.0,28.3,10.5,7.4,1.2,0.6,0.7,0.49,0.214,0.746,54.5,0.122,PF,0,11.0
419,420.0,James Edwards,1978.0,1996.0,1168.0,24.3,12.7,5.1,1.3,0.4,0.7,0.495,0.048,0.698,59.7,0.10099999999999999,C,0,18.0
420,421.0,Tyrone Hill,1991.0,2004.0,801.0,28.0,9.4,8.6,0.8,0.8,0.5,0.502,0.0,0.643,56.2,0.12,PF,0,13.0
421,422.0,Jerome Kersey,1985.0,2001.0,1153.0,24.4,10.3,5.5,1.9,1.2,0.7,0.465,0.201,0.69,69.5,0.11900000000000001,SF,0,16.0
422,423.0,Hot Rod Williams,1987.0,1999.0,887.0,29.7,11.0,6.8,1.8,0.8,1.6,0.48,0.105,0.726,70.5,0.129,C,0,12.0
423,424.0,Ernie DiGregorio,1974.0,1978.0,312.0,25.2,9.6,2.0,5.1,0.6,0.0,0.415,0.325,0.902,2.5,0.016,PG,0,4.0
424,425.0,Johnny Davis,1977.0,1986.0,750.0,28.3,12.9,2.0,4.5,0.9,0.2,0.44799999999999995,0.17600000000000002,0.821,38.5,0.087,SG,0,9.0
425,426.0,Bucky Bockhorn,1959.0,1965.0,474.0,31.2,11.5,4.7,3.5,1.15,0.2,0.40299999999999997,0.327,0.748,7.9,0.026000000000000002,SG,0,6.0
426,427.0,Don Nelson,1963.0,1976.0,1053.0,20.6,10.3,4.9,1.4,0.3,0.1,0.48,0.3305,0.765,74.6,0.165,SF,0,13.0
427,428.0,Troy Murphy,2002.0,2013.0,729.0,27.3,10.8,7.8,1.5,0.7,0.4,0.445,0.38799999999999996,0.785,50.3,0.121,PF,0,11.0
428,429.0,Al Attles,1961.0,1971.0,711.0,25.1,8.9,3.5,3.5,1.3,0.1,0.451,0.325,0.632,36.5,0.098,PG,0,10.0
429,430.0,Curtis Rowe,1972.0,1979.0,590.0,31.0,11.6,7.2,1.6,0.5,0.5,0.48200000000000004,0.17600000000000002,0.701,34.1,0.09,PF,0,7.0
430,431.0,Mike Miller,2001.0,2017.0,1032.0,26.9,10.6,4.2,2.6,0.6,0.2,0.45899999999999996,0.40700000000000003,0.769,60.7,0.105,SF,0,16.0
431,432.0,Eddie Miles,1964.0,1972.0,605.0,25.9,13.4,3.1,2.0,1.15,0.2,0.44,0.327,0.747,24.4,0.075,SG,0,8.0
432,433.0,Roy Hinson,1984.0,1991.0,507.0,30.7,14.2,6.8,1.0,0.6,1.7,0.499,0.0,0.741,30.2,0.09300000000000001,SF,0,7.0
433,434.0,Herm Gilliam,1970.0,1977.0,578.0,26.0,10.8,3.8,3.8,1.3,0.2,0.441,0.327,0.792,20.8,0.066,SG,0,7.0
434,435.0,Adrian Smith,1962.0,1971.0,719.0,25.5,11.8,2.2,2.4,1.15,0.2,0.429,0.327,0.836,31.7,0.083,SG,0,9.0
435,436.0,Rex Chapman,1989.0,2000.0,666.0,29.3,14.6,2.5,2.7,0.9,0.2,0.43,0.35,0.8,24.7,0.061,SG,0,11.0
436,437.0,Andrei Kirilenko,2002.0,2015.0,797.0,30.0,11.8,5.5,2.7,1.4,1.8,0.474,0.31,0.754,75.4,0.151,SF,0,13.0
437,438.0,Dave Greenwood,1980.0,1991.0,823.0,28.4,10.2,7.9,2.0,0.7,0.9,0.47700000000000004,0.138,0.765,46.4,0.095,PF,0,11.0
438,439.0,B.J. Armstrong,1990.0,2000.0,747.0,23.8,9.8,1.8,3.3,0.7,0.1,0.47700000000000004,0.425,0.856,45.0,0.121,PG,0,10.0
439,440.0,Jamal Crawford,2001.0,2019.0,1326.0,29.4,14.6,2.2,3.4,0.9,0.2,0.41,0.348,0.862,60.6,0.075,SG,0,18.0
440,441.0,Quintin Dailey,1983.0,1992.0,528.0,23.0,14.1,2.5,2.3,0.9,0.1,0.45399999999999996,0.158,0.779,12.7,0.05,SG,0,9.0
441,442.0,Jim Paxson,1980.0,1990.0,784.0,27.2,14.3,2.0,2.9,1.2,0.1,0.498,0.225,0.807,53.7,0.121,SG,0,10.0
442,443.0,Spud Webb,1986.0,1998.0,814.0,24.9,9.9,2.1,5.3,1.1,0.1,0.452,0.314,0.848,40.2,0.095,PG,0,12.0
443,444.0,Shane Battier,2002.0,2014.0,977.0,30.7,8.6,4.2,1.8,1.0,0.9,0.43700000000000006,0.384,0.743,75.7,0.121,SF,0,12.0
444,445.0,Albert King,1982.0,1992.0,534.0,24.0,12.1,4.2,2.2,0.8,0.4,0.461,0.268,0.7909999999999999,16.3,0.061,SF,0,10.0
445,446.0,Gerald Wilkins,1986.0,1999.0,900.0,29.0,13.0,2.9,3.0,1.0,0.2,0.45,0.316,0.745,33.9,0.062,SG,0,13.0
446,447.0,Sam Bowie,1985.0,1995.0,511.0,27.6,10.9,7.5,2.1,0.5,1.8,0.452,0.302,0.748,26.9,0.091,C,0,10.0
447,448.0,Charles Smith,1989.0,1997.0,564.0,29.0,14.4,5.8,1.4,0.8,1.4,0.475,0.19399999999999998,0.774,40.9,0.12,PF,0,8.0
448,449.0,Josh Howard,2004.0,2013.0,507.0,30.3,14.3,5.7,1.6,1.0,0.5,0.44799999999999995,0.332,0.77,38.0,0.11900000000000001,SF,0,9.0
449,450.0,Dell Curry,1987.0,2002.0,1083.0,21.7,11.7,2.4,1.8,0.9,0.2,0.457,0.402,0.843,41.5,0.085,SG,0,15.0
450,451.0,Zaid Abdul-Aziz,1969.0,1978.0,505.0,21.8,9.0,8.0,1.2,0.6,1.0,0.428,0.1175,0.728,17.5,0.076,C,0,9.0
451,452.0,Emeka Okafor,2005.0,2018.0,616.0,30.9,12.0,9.7,0.8,0.7,1.6,0.512,0.0,0.586,45.3,0.114,C,0,13.0
452,453.0,Kelvin Ransey,1981.0,1986.0,474.0,24.4,11.4,1.9,5.2,1.0,0.1,0.45399999999999996,0.132,0.782,17.9,0.07400000000000001,PG,0,5.0
453,454.0,Hedo Türkoğlu,2001.0,2015.0,997.0,26.8,11.1,4.0,2.8,0.8,0.3,0.426,0.384,0.784,63.3,0.114,SF,0,14.0
454,455.0,Kevin Martin,2005.0,2016.0,714.0,30.2,17.4,3.2,1.9,0.9,0.1,0.43700000000000006,0.384,0.87,61.3,0.13699999999999998,SG,0,11.0
455,456.0,Eric Money,1975.0,1980.0,426.0,25.4,12.2,2.1,3.8,1.2,0.1,0.494,0.325,0.748,14.8,0.065,PG,0,5.0
456,457.0,Jason Williams,1999.0,2011.0,788.0,29.4,10.5,2.3,5.9,1.2,0.1,0.39799999999999996,0.327,0.813,38.5,0.08,PG,0,12.0
457,458.0,David Lee,2006.0,2017.0,829.0,29.3,13.5,8.8,2.2,0.8,0.4,0.535,0.034,0.772,76.0,0.15,PF,0,11.0
458,459.0,Kerry Kittles,1997.0,2005.0,507.0,33.4,14.1,3.9,2.6,1.6,0.4,0.439,0.37799999999999995,0.78,44.8,0.127,SG,0,8.0
459,460.0,Kendall Gill,1991.0,2005.0,966.0,30.5,13.4,4.1,3.0,1.6,0.4,0.434,0.3,0.754,47.8,0.078,SG,0,14.0
460,461.0,Devin Harris,2005.0,2019.0,985.0,24.3,10.8,2.2,3.9,1.0,0.2,0.43200000000000005,0.325,0.7959999999999999,54.9,0.11,PG,0,14.0
461,462.0,Wally Szczerbiak,2000.0,2009.0,651.0,30.8,14.1,4.0,2.4,0.6,0.2,0.485,0.406,0.86,53.3,0.127,SF,0,9.0
462,463.0,Grant Long,1989.0,2003.0,1003.0,28.4,9.5,6.1,1.7,1.2,0.4,0.467,0.28300000000000003,0.7609999999999999,60.1,0.10099999999999999,PF,0,14.0
463,464.0,Billy Owens,1992.0,2001.0,600.0,29.4,11.7,6.7,2.8,0.9,0.5,0.48100000000000004,0.29100000000000004,0.629,28.6,0.078,SF,0,9.0
464,465.0,LaPhonso Ellis,1993.0,2003.0,624.0,28.2,11.9,6.5,1.6,0.7,0.8,0.452,0.302,0.73,32.8,0.08900000000000001,PF,0,10.0
465,466.0,Jay Humphries,1985.0,1995.0,788.0,29.3,11.1,2.5,5.5,1.5,0.1,0.47600000000000003,0.297,0.782,45.0,0.094,PG,0,10.0
466,467.0,Tree Rollins,1978.0,1995.0,1156.0,20.8,5.4,5.8,0.6,0.4,2.2,0.522,0.0,0.7,63.9,0.128,C,0,17.0
467,468.0,Don Buse,1977.0,1985.0,648.0,26.3,6.9,2.3,4.5,1.8,0.1,0.442,0.33299999999999996,0.78,34.9,0.098,PG,0,8.0
468,469.0,Wali Jones,1965.0,1976.0,607.0,23.8,10.1,2.3,3.2,0.4,0.0,0.409,0.325,0.8,14.9,0.049,PG,0,11.0
469,470.0,Larry Hughes,1999.0,2012.0,727.0,30.8,14.1,4.2,3.1,1.5,0.4,0.406,0.309,0.757,32.3,0.069,SG,0,13.0
470,471.0,Marvin Webster,1977.0,1987.0,579.0,22.4,7.1,7.0,1.2,0.4,1.4,0.489,0.33299999999999996,0.617,28.1,0.10400000000000001,C,0,10.0
471,472.0,Jon McGlocklin,1966.0,1976.0,792.0,26.4,11.6,2.4,2.9,0.5,0.1,0.489,0.327,0.845,47.1,0.10800000000000001,SG,0,10.0
472,473.0,Clem Haskins,1968.0,1976.0,681.0,25.9,12.8,3.1,3.5,0.6,0.1,0.449,0.327,0.792,35.8,0.09699999999999999,SG,0,8.0
473,474.0,Gar Heard,1971.0,1981.0,787.0,24.9,8.7,7.5,1.6,1.3,1.3,0.414,0.0,0.654,27.0,0.066,PF,0,10.0
474,475.0,Terry Catledge,1986.0,1993.0,515.0,26.3,12.7,6.4,0.9,0.6,0.2,0.485,0.094,0.654,20.9,0.07400000000000001,PF,0,7.0
475,476.0,Phil Hubbard,1980.0,1989.0,665.0,23.9,10.9,5.3,1.3,0.9,0.1,0.495,0.038,0.706,29.0,0.08800000000000001,SF,0,9.0
476,477.0,Bob Kauffman,1969.0,1975.0,525.0,25.8,11.5,7.0,2.7,0.4,0.1,0.47700000000000004,0.17600000000000002,0.7490000000000001,31.5,0.111,PF,0,6.0
477,478.0,Loy Vaught,1991.0,2001.0,689.0,24.7,10.1,7.1,0.9,0.7,0.3,0.504,0.244,0.718,35.8,0.10099999999999999,PF,0,10.0
478,479.0,Dana Barros,1990.0,2004.0,850.0,22.9,10.5,1.9,3.3,0.9,0.1,0.46,0.41100000000000003,0.858,49.6,0.122,PG,0,14.0
479,480.0,Mitch Kupchak,1977.0,1986.0,510.0,19.4,10.2,5.4,0.7,0.3,0.3,0.523,0.0,0.7040000000000001,27.1,0.131,PF,0,9.0
480,481.0,Elden Campbell,1991.0,2005.0,1044.0,24.7,10.3,5.9,1.1,0.7,1.5,0.46,0.054000000000000006,0.6990000000000001,62.8,0.11699999999999999,C,0,14.0
481,482.0,Robert Reid,1978.0,1991.0,919.0,27.3,11.4,4.5,2.7,1.1,0.4,0.45799999999999996,0.29100000000000004,0.732,40.3,0.077,SF,0,13.0
482,483.0,Clyde Lee,1967.0,1976.0,742.0,26.8,7.7,10.3,1.1,0.4,0.3,0.43200000000000005,0.1175,0.614,33.5,0.081,C,0,9.0
483,484.0,John Long,1979.0,1997.0,893.0,25.4,13.6,2.8,1.9,1.0,0.2,0.467,0.322,0.862,32.0,0.068,SG,0,18.0
